,Unnamed: 0,qkey,attribute,group,D_H,R_H
7499,418,WHYNOTBIZF2H_W36,POLIDEOLOGY,Very conservative,"[0.30991506, 0.39291783, 0.29716712]",0.0
7500,419,WHYNOTBIZF2H_W36,POLIDEOLOGY,Very liberal,"[0.85765992, 0.09519152, 0.04714856]",0.0
7516,435,TRAITPOLWF1E_W36,POLIDEOLOGY,Conservative,"[0.50958673, 0.15327156, 0.33714172]",0.0316655155975737
7517,436,TRAITPOLWF1E_W36,POLIDEOLOGY,Liberal,"[0.36303515, 0.40332795, 0.23363691]",0.0079528822438072
7518,437,TRAITPOLWF1E_W36,POLIDEOLOGY,Moderate,"[0.5886894, 0.20540215, 0.20590845]",0.0235501919641647
7519,438,TRAITPOLWF1E_W36,POLIDEOLOGY,Very conservative,"[0.57754276, 0.14183139, 0.28062585]",0.0
7520,439,TRAITPOLWF1E_W36,POLIDEOLOGY,Very liberal,"[0.52934901, 0.28726312, 0.18338786]",0.0043700901752258
7521,440,WHYNOTPOLF1E_W36,POLIDEOLOGY,Conservative,"[0.21377279, 0.48412625, 0.30210095]",0.001899557924984
7522,441,WHYNOTPOLF1E_W36,POLIDEOLOGY,Liberal,"[0.16200303, 0.47092415, 0.36707282]",0.0
7523,442,WHYNOTPOLF1E_W36,POLIDEOLOGY,Moderate,"[0.23009513, 0.41355246, 0.35635241]",0.0045846843750767
7524,443,WHYNOTPOLF1E_W36,POLIDEOLOGY,Very conservative,"[0.25030473, 0.39897631, 0.35071896]",0.0121651015495375
7525,444,WHYNOTPOLF1E_W36,POLIDEOLOGY,Very liberal,"[0.09575886, 0.47935118, 0.42488996]",0.0081579202293092
7531,450,WHYNOTPOLF1L_W36,POLIDEOLOGY,Conservative,"[0.262699, 0.44439731, 0.29290369]",0.0024250772545626
7532,451,WHYNOTPOLF1L_W36,POLIDEOLOGY,Liberal,"[0.4899347, 0.40860352, 0.10146178]",0.0
7533,452,WHYNOTPOLF1L_W36,POLIDEOLOGY,Moderate,"[0.34551762, 0.40968121, 0.24480117]",0.0010833671366481
7534,453,WHYNOTPOLF1L_W36,POLIDEOLOGY,Very conservative,"[0.26361738, 0.30708652, 0.4292961]",0.0
7535,454,WHYNOTPOLF1L_W36,POLIDEOLOGY,Very liberal,"[0.63737851, 0.32732376, 0.03529774]",0.0
7541,460,BETTERPOL1F1E_W36,POLIDEOLOGY,Conservative,"[0.45444822, 0.06208968, 0.4834621]",0.0013610199304026
7542,461,BETTERPOL1F1E_W36,POLIDEOLOGY,Liberal,"[0.24666061, 0.10782679, 0.64551261]",0.0039163754449524
7543,462,BETTERPOL1F1E_W36,POLIDEOLOGY,Moderate,"[0.41619018, 0.06393005, 0.51987977]",0.0028168076850725
7544,463,BETTERPOL1F1E_W36,POLIDEOLOGY,Very conservative,"[0.38973967, 0.03748302, 0.57277731]",0.00122433598913
7545,464,BETTERPOL1F1E_W36,POLIDEOLOGY,Very liberal,"[0.28172665, 0.25129783, 0.46697552]",0.0105581740418745
7551,470,TRAITBIZWF2E_W36,POLIDEOLOGY,Conservative,"[0.65625457, 0.15740097, 0.18634446]",0.0259524489232227
7552,471,TRAITBIZWF2E_W36,POLIDEOLOGY,Liberal,"[0.55540882, 0.28685862, 0.15773256]",0.0013528869222538
7553,472,TRAITBIZWF2E_W36,POLIDEOLOGY,Moderate,"[0.48261091, 0.26714232, 0.25024677]",0.0210689017872122
7554,473,TRAITBIZWF2E_W36,POLIDEOLOGY,Very conservative,"[0.40560344, 0.26032057, 0.33407599]",0.0071279754749328
7555,474,TRAITBIZWF2E_W36,POLIDEOLOGY,Very liberal,"[0.52012924, 0.32248026, 0.1573905]",0.0
7606,525,WHYNOTBIZF2F_W36,POLIDEOLOGY,Conservative,"[0.08610583, 0.20112741, 0.71276676]",0.0020895538349261
7607,526,WHYNOTBIZF2F_W36,POLIDEOLOGY,Liberal,"[0.0865308, 0.10828812, 0.80518109]",0.0
7608,527,WHYNOTBIZF2F_W36,POLIDEOLOGY,Moderate,"[0.0710855, 0.226921, 0.7019935]",0.0010364325738773
7609,528,WHYNOTBIZF2F_W36,POLIDEOLOGY,Very conservative,"[0.17182131, 0.30334533, 0.52483336]",0.0332297858387978
7610,529,WHYNOTBIZF2F_W36,POLIDEOLOGY,Very liberal,"[0.12534878, 0.10678589, 0.76786533]",0.0
7611,530,TRAITPOLMF1B_W36,POLIDEOLOGY,Conservative,"[0.57210936, 0.1117593, 0.31613134]",0.001899557924984
7612,531,TRAITPOLMF1B_W36,POLIDEOLOGY,Liberal,"[0.48387313, 0.13268468, 0.38344219]",0.0021265585269632
7613,532,TRAITPOLMF1B_W36,POLIDEOLOGY,Moderate,"[0.40665892, 0.16160498, 0.4317361]",0.0046738354749606
7614,533,TRAITPOLMF1B_W36,POLIDEOLOGY,Very conservative,"[0.45611214, 0.09465235, 0.44923551]",0.0146770929278375
7615,534,TRAITPOLMF1B_W36,POLIDEOLOGY,Very liberal,"[0.35125631, 0.24879116, 0.39995253]",0.0081579202293092
7616,535,TRAITPOLMF1E_W36,POLIDEOLOGY,Conservative,"[0.72749247, 0.01546671, 0.25704082]",0.002125446217569
7617,536,TRAITPOLMF1E_W36,POLIDEOLOGY,Liberal,"[0.73719297, 0.03048909, 0.23231794]",0.0
7618,537,TRAITPOLMF1E_W36,POLIDEOLOGY,Moderate,"[0.75695328, 0.061128, 0.18191872]",0.0075271894195013
7619,538,TRAITPOLMF1E_W36,POLIDEOLOGY,Very conservative,"[0.63976503, 0.12217357, 0.23806141]",0.0029381214754439
7620,539,TRAITPOLMF1E_W36,POLIDEOLOGY,Very liberal,"[0.82475909, 0.00994311, 0.1652978]",0.0007990364119329
7621,540,WHYNOTPOLF1C_W36,POLIDEOLOGY,Conservative,"[0.40712923, 0.4208897, 0.17198107]",0.0
7622,541,WHYNOTPOLF1C_W36,POLIDEOLOGY,Liberal,"[0.36031765, 0.47693613, 0.16274622]",0.0035710992040975
7623,542,WHYNOTPOLF1C_W36,POLIDEOLOGY,Moderate,"[0.37709824, 0.4441018, 0.17879996]",0.0054369587000838
7624,543,WHYNOTPOLF1C_W36,POLIDEOLOGY,Very conservative,"[0.34382953, 0.40447567, 0.2516948]",0.0075029576423881
7625,544,WHYNOTPOLF1C_W36,POLIDEOLOGY,Very liberal,"[0.27386598, 0.47475822, 0.2513758]",0.0008868473356228
7626,545,BETTERBIZ2F2C_W36,POLIDEOLOGY,Conservative,"[0.1817102, 0.10239321, 0.71589659]",0.0153072851055778
7627,546,BETTERBIZ2F2C_W36,POLIDEOLOGY,Liberal,"[0.13238342, 0.13991828, 0.7276983]",0.0
7628,547,BETTERBIZ2F2C_W36,POLIDEOLOGY,Moderate,"[0.13388249, 0.16124257, 0.70487494]",0.0051957338168459
7629,548,BETTERBIZ2F2C_W36,POLIDEOLOGY,Very conservative,"[0.19497982, 0.07971586, 0.72530431]",0.0071279754749328
7630,549,BETTERBIZ2F2C_W36,POLIDEOLOGY,Very liberal,"[0.04021137, 0.16527826, 0.79451037]",0.0
7636,555,WHYNOTBIZF2J_W36,POLIDEOLOGY,Conservative,"[0.34148797, 0.39014575, 0.26836628]",0.0
7637,556,WHYNOTBIZF2J_W36,POLIDEOLOGY,Liberal,"[0.53901042, 0.3142444, 0.14674518]",0.0088669853281006
7638,557,WHYNOTBIZF2J_W36,POLIDEOLOGY,Moderate,"[0.46155996, 0.3562534, 0.18218664]",0.0
7639,558,WHYNOTBIZF2J_W36,POLIDEOLOGY,Very conservative,"[0.26450379, 0.31259013, 0.42290607]",0.0
7640,559,WHYNOTBIZF2J_W36,POLIDEOLOGY,Very liberal,"[0.5693338, 0.33276969, 0.09789651]",0.0198121847722981
7641,560,BETTERBIZ1F2D_W36,POLIDEOLOGY,Conservative,"[0.2881791, 0.09843393, 0.61338697]",0.0020895538349261
7642,561,BETTERBIZ1F2D_W36,POLIDEOLOGY,Liberal,"[0.13781457, 0.18887482, 0.67331061]",0.0
7643,562,BETTERBIZ1F2D_W36,POLIDEOLOGY,Moderate,"[0.23449891, 0.14898708, 0.61651401]",0.0004998561227762
7644,563,BETTERBIZ1F2D_W36,POLIDEOLOGY,Very conservative,"[0.37902308, 0.03022285, 0.59075407]",0.0332297858387978
7645,564,BETTERBIZ1F2D_W36,POLIDEOLOGY,Very liberal,"[0.0747785, 0.21964216, 0.70557934]",0.0
7651,570,TRAITBIZMF2E_W36,POLIDEOLOGY,Conservative,"[0.77388906, 0.03604414, 0.1900668]",0.0042990554587426
7652,571,TRAITBIZMF2E_W36,POLIDEOLOGY,Liberal,"[0.87122865, 0.02723558, 0.10153577]",0.033103026683833
7653,572,TRAITBIZMF2E_W36,POLIDEOLOGY,Moderate,"[0.73019532, 0.05236093, 0.21744375]",0.0246035988094836
7654,573,TRAITBIZMF2E_W36,POLIDEOLOGY,Very conservative,"[0.60813838, 0.04488252, 0.3469791]",0.0306146935247386
7655,574,TRAITBIZMF2E_W36,POLIDEOLOGY,Very liberal,"[0.78184442, 0.09769869, 0.12045689]",0.0012546563583215
7676,595,TRAITPOLMF1C_W36,POLIDEOLOGY,Conservative,"[0.68094697, 0.10041928, 0.21863375]",0.0046603111866513
7677,596,TRAITPOLMF1C_W36,POLIDEOLOGY,Liberal,"[0.79172279, 0.04873219, 0.15954503]",0.0021265585269632
7678,597,TRAITPOLMF1C_W36,POLIDEOLOGY,Moderate,"[0.71660359, 0.03487009, 0.24852632]",0.0130798342079114
7679,598,TRAITPOLMF1C_W36,POLIDEOLOGY,Very conservative,"[0.55934728, 0.08158235, 0.35907037]",0.0121651015495375
7680,599,TRAITPOLMF1C_W36,POLIDEOLOGY,Very liberal,"[0.68444648, 0.0892493, 0.22630422]",0.0081579202293092
7696,615,WHYNOTPOLF1G_W36,POLIDEOLOGY,Conservative,"[0.23844145, 0.30458106, 0.45697749]",0.0052133454126096
7697,616,WHYNOTPOLF1G_W36,POLIDEOLOGY,Liberal,"[0.55642562, 0.29656967, 0.14700471]",0.0
7698,617,WHYNOTPOLF1G_W36,POLIDEOLOGY,Moderate,"[0.39039042, 0.34525405, 0.26435552]",0.0003788089606921
7699,618,WHYNOTPOLF1G_W36,POLIDEOLOGY,Very conservative,"[0.12531294, 0.27917138, 0.59551568]",0.0121651015495375
7700,619,WHYNOTPOLF1G_W36,POLIDEOLOGY,Very liberal,"[0.56145218, 0.29952285, 0.13902497]",0.0186752229283126
7706,625,ESSENPOLF1D_W36,POLIDEOLOGY,Conservative,"[0.86457923, 0.13542077, 0.0]",0.0
7707,626,ESSENPOLF1D_W36,POLIDEOLOGY,Liberal,"[0.82928501, 0.15123771, 0.01947728]",0.0
7708,627,ESSENPOLF1D_W36,POLIDEOLOGY,Moderate,"[0.74562582, 0.22172872, 0.03264546]",0.0034647919440374
7709,628,ESSENPOLF1D_W36,POLIDEOLOGY,Very conservative,"[0.80148583, 0.09013825, 0.10837592]",0.0175995766687683
7710,629,ESSENPOLF1D_W36,POLIDEOLOGY,Very liberal,"[0.72577838, 0.21142895, 0.06279266]",0.005881604885787
7711,630,TRAITBIZWF2C_W36,POLIDEOLOGY,Conservative,"[0.69603342, 0.07708289, 0.22688369]",0.0339869230838219
7712,631,TRAITBIZWF2C_W36,POLIDEOLOGY,Liberal,"[0.40380383, 0.31611594, 0.28008023]",0.0058430596494831
7713,632,TRAITBIZWF2C_W36,POLIDEOLOGY,Moderate,"[0.52543778, 0.22253036, 0.25203186]",0.0122507778304772
7714,633,TRAITBIZWF2C_W36,POLIDEOLOGY,Very conservative,"[0.56005807, 0.07827277, 0.36166917]",0.0332297858387978
7715,634,TRAITBIZWF2C_W36,POLIDEOLOGY,Very liberal,"[0.65430448, 0.24143351, 0.10426201]",0.0080158567124699
7726,645,MOREWMN1F2_W36,POLIDEOLOGY,Conservative,"[0.40399984, 0.0619967, 0.53400346]",0.006787323993223
7727,646,MOREWMN1F2_W36,POLIDEOLOGY,Liberal,"[0.7950973, 0.02756376, 0.17733894]",0.0
7728,647,MOREWMN1F2_W36,POLIDEOLOGY,Moderate,"[0.65716301, 0.04317137, 0.29966562]",0.0080483022192615
7729,648,MOREWMN1F2_W36,POLIDEOLOGY,Very conservative,"[0.34725113, 0.14916901, 0.50357986]",0.0145221122613629
7730,649,MOREWMN1F2_W36,POLIDEOLOGY,Very liberal,"[0.8671987, 0.01960593, 0.11319537]",0.0
7731,650,TRAITPOLWF1F_W36,POLIDEOLOGY,Conservative,"[0.18677439, 0.48251225, 0.33071336]",0.0341586223331543
7732,651,TRAITPOLWF1F_W36,POLIDEOLOGY,Liberal,"[0.17486352, 0.50284819, 0.32228829]",0.0013634646099808
7733,652,TRAITPOLWF1F_W36,POLIDEOLOGY,Moderate,"[0.15898871, 0.59649402, 0.24451727]",0.0097649157568678
7734,653,TRAITPOLWF1F_W36,POLIDEOLOGY,Very conservative,"[0.19744374, 0.4134614, 0.38909487]",0.0010933370924002
7735,654,TRAITPOLWF1F_W36,POLIDEOLOGY,Very liberal,"[0.15844956, 0.54517699, 0.29637345]",0.0382678212687313
7751,670,WHYNOTBIZF2B_W36,POLIDEOLOGY,Conservative,"[0.3698573, 0.37882797, 0.25131473]",0.0065294919326813
7752,671,WHYNOTBIZF2B_W36,POLIDEOLOGY,Liberal,"[0.78186063, 0.19803656, 0.02010282]",0.0
7753,672,WHYNOTBIZF2B_W36,POLIDEOLOGY,Moderate,"[0.55868551, 0.32896455, 0.11234994]",0.0020050337308334
7754,673,WHYNOTBIZF2B_W36,POLIDEOLOGY,Very conservative,"[0.20215978, 0.47849608, 0.31934415]",0.0
7755,674,WHYNOTBIZF2B_W36,POLIDEOLOGY,Very liberal,"[0.83054363, 0.12377229, 0.04568408]",0.0058443513349488
7756,675,TRAITPOLMF1F_W36,POLIDEOLOGY,Conservative,"[0.18013329, 0.39432197, 0.42554473]",0.0
7757,676,TRAITPOLMF1F_W36,POLIDEOLOGY,Liberal,"[0.32250881, 0.33104205, 0.34644914]",0.00349886966935
7758,677,TRAITPOLMF1F_W36,POLIDEOLOGY,Moderate,"[0.23159301, 0.43854388, 0.32986311]",0.0072272099834089
7759,678,TRAITPOLMF1F_W36,POLIDEOLOGY,Very conservative,"[0.16440521, 0.38339974, 0.45219505]",0.0
7760,679,TRAITPOLMF1F_W36,POLIDEOLOGY,Very liberal,"[0.26340527, 0.38834043, 0.3482543]",0.0027400649754788
7761,680,ESSENPOLF1A_W36,POLIDEOLOGY,Conservative,"[0.92325526, 0.0638367, 0.01290804]",0.0
7762,681,ESSENPOLF1A_W36,POLIDEOLOGY,Liberal,"[0.93307047, 0.05814217, 0.00878736]",0.0062794136731672
7763,682,ESSENPOLF1A_W36,POLIDEOLOGY,Moderate,"[0.90782282, 0.06526653, 0.02691065]",0.0004461377985597
7764,683,ESSENPOLF1A_W36,POLIDEOLOGY,Very conservative,"[0.84118934, 0.05394795, 0.10486271]",0.0104837882686815
7765,684,ESSENPOLF1A_W36,POLIDEOLOGY,Very liberal,"[0.92619308, 0.04532021, 0.02848671]",0.0011301925905771
7771,690,WHYNOTPOLF1A_W36,POLIDEOLOGY,Conservative,"[0.32364726, 0.35529402, 0.32105873]",0.0
7772,691,WHYNOTPOLF1A_W36,POLIDEOLOGY,Liberal,"[0.62395802, 0.2601046, 0.11593738]",0.0
7773,692,WHYNOTPOLF1A_W36,POLIDEOLOGY,Moderate,"[0.46618377, 0.30719815, 0.22661807]",0.0022063909341116
7774,693,WHYNOTPOLF1A_W36,POLIDEOLOGY,Very conservative,"[0.25535936, 0.29752844, 0.4471122]",0.0
7775,694,WHYNOTPOLF1A_W36,POLIDEOLOGY,Very liberal,"[0.53817646, 0.41733126, 0.04449228]",0.0
7781,5,TRAITPOLWF1D_W36,RACE,Asian,"[0.56665334, 0.16521087, 0.26813578]",0.017517209597014
7782,6,TRAITPOLWF1D_W36,RACE,Black,"[0.64847119, 0.13865235, 0.21287646]",0.0
7783,7,TRAITPOLWF1D_W36,RACE,Hispanic,"[0.51083149, 0.18366658, 0.30550192]",0.0
7784,8,TRAITPOLWF1D_W36,RACE,Other,"[0.40496858, 0.45489542, 0.140136]",0.2175110273937574
7785,9,TRAITPOLWF1D_W36,RACE,White,"[0.73499581, 0.05491264, 0.21009156]",0.0057983102250185
7796,20,BETTERBIZ2F2E_W36,RACE,Asian,"[0.36430551, 0.08715816, 0.54853633]",0.0
7797,21,BETTERBIZ2F2E_W36,RACE,Black,"[0.09893989, 0.29141967, 0.60964044]",0.0
7798,22,BETTERBIZ2F2E_W36,RACE,Hispanic,"[0.00560005, 0.15861247, 0.83578748]",0.0
7799,23,BETTERBIZ2F2E_W36,RACE,Other,"[0.0, 0.05791505, 0.94208495]",0.0
7800,24,BETTERBIZ2F2E_W36,RACE,White,"[0.08178035, 0.1813612, 0.73685845]",0.0079316605939261
7801,25,ESSENPOLF1G_W36,RACE,Asian,"[0.33043547, 0.54746974, 0.12209478]",0.0074657808361039
7802,26,ESSENPOLF1G_W36,RACE,Black,"[0.40828908, 0.49351292, 0.09819799]",0.0051650811107375
7803,27,ESSENPOLF1G_W36,RACE,Hispanic,"[0.56348011, 0.39160259, 0.0449173]",0.0019028547322802
7804,28,ESSENPOLF1G_W36,RACE,Other,"[0.20231589, 0.37502698, 0.42265713]",0.0996302766133443
7805,29,ESSENPOLF1G_W36,RACE,White,"[0.45694434, 0.52031639, 0.02273928]",0.0072335765898386
7806,30,IMPROVE2_W36,RACE,Asian,"[0.18670149, 0.33767133, 0.32525526, 0.15037192]",0.0
7807,31,IMPROVE2_W36,RACE,Black,"[0.25438584, 0.43877257, 0.18081606, 0.12602553]",0.0188387781915405
7808,32,IMPROVE2_W36,RACE,Hispanic,"[0.32084673, 0.34088473, 0.2464076, 0.09186095]",0.0344826887232378
7809,33,IMPROVE2_W36,RACE,Other,"[0.39230525, 0.20923553, 0.35611771, 0.04234152]",0.054295283253625
7810,34,IMPROVE2_W36,RACE,White,"[0.15032662, 0.39847576, 0.30241439, 0.14878323]",0.004963395558741
7811,35,ESSENPOLF1B_W36,RACE,Asian,"[0.59765657, 0.30282139, 0.09952204]",0.0
7812,36,ESSENPOLF1B_W36,RACE,Black,"[0.71378317, 0.12225228, 0.16396455]",0.0
7813,37,ESSENPOLF1B_W36,RACE,Hispanic,"[0.67758443, 0.2492216, 0.07319396]",0.0
7814,38,ESSENPOLF1B_W36,RACE,Other,"[0.21027089, 0.37514562, 0.41458349]",0.2175110273937574
7815,39,ESSENPOLF1B_W36,RACE,White,"[0.66166712, 0.30119887, 0.03713401]",0.0024760204617081
7826,50,BETTERBIZ2F2F_W36,RACE,Asian,"[0.58512339, 0.0, 0.41487661]",0.0
7827,51,BETTERBIZ2F2F_W36,RACE,Black,"[0.46485754, 0.07362645, 0.461516]",0.0
7828,52,BETTERBIZ2F2F_W36,RACE,Hispanic,"[0.20732556, 0.0, 0.79267444]",0.0
7829,53,BETTERBIZ2F2F_W36,RACE,Other,"[0.26483784, 0.0, 0.73516216]",0.0
7830,54,BETTERBIZ2F2F_W36,RACE,White,"[0.46781478, 0.01799522, 0.51418999]",0.0133767478549426
7836,60,IMPROVE1_W36,RACE,Asian,"[0.30631607, 0.35209256, 0.2248174, 0.11677398]",0.0
7837,61,IMPROVE1_W36,RACE,Black,"[0.40345198, 0.41783418, 0.10965407, 0.06905977]",0.0061403272198169
7838,62,IMPROVE1_W36,RACE,Hispanic,"[0.52292043, 0.33994893, 0.07846113, 0.05866952]",0.0170966327416984
7839,63,IMPROVE1_W36,RACE,Other,"[0.52456138, 0.31960651, 0.11319196, 0.04264015]",0.0609184935525082
7840,64,IMPROVE1_W36,RACE,White,"[0.34138903, 0.42392014, 0.15353549, 0.08115534]",0.0097165105675567
7841,65,WHYNOTBIZF2N_W36,RACE,Asian,"[0.21725741, 0.37828691, 0.40445568]",0.0
7842,66,WHYNOTBIZF2N_W36,RACE,Black,"[0.38754009, 0.2838673, 0.32859262]",0.0
7843,67,WHYNOTBIZF2N_W36,RACE,Hispanic,"[0.20502205, 0.24812506, 0.54685289]",0.0335444711242899
7844,68,WHYNOTBIZF2N_W36,RACE,Other,"[0.20946913, 0.39692629, 0.39360458]",0.0
7845,69,WHYNOTBIZF2N_W36,RACE,White,"[0.217158, 0.44918664, 0.33365536]",0.0005630052121954
7851,75,WHYNOTPOLF1I_W36,RACE,Asian,"[0.2393404, 0.40446944, 0.35619016]",0.0
7852,76,WHYNOTPOLF1I_W36,RACE,Black,"[0.1850813, 0.40439816, 0.41052053]",0.0108201105892971
7853,77,WHYNOTPOLF1I_W36,RACE,Hispanic,"[0.21633128, 0.45219759, 0.33147113]",0.0
7854,78,WHYNOTPOLF1I_W36,RACE,Other,"[0.14068607, 0.53301359, 0.32630034]",0.0996302766133443
7855,79,WHYNOTPOLF1I_W36,RACE,White,"[0.3014553, 0.43719148, 0.26135322]",0.0060049100771371
7856,80,BETTERPOL2F1A_W36,RACE,Asian,"[0.19164597, 0.1581222, 0.65023183]",0.0
7857,81,BETTERPOL2F1A_W36,RACE,Black,"[0.13413981, 0.2563711, 0.60948908]",0.0
7858,82,BETTERPOL2F1A_W36,RACE,Hispanic,"[0.17426515, 0.26833562, 0.55739923]",0.0
7859,83,BETTERPOL2F1A_W36,RACE,Other,"[0.20435413, 0.22105837, 0.5745875]",0.2175110273937574
7860,84,BETTERPOL2F1A_W36,RACE,White,"[0.12909888, 0.13509039, 0.73581073]",0.0035090105536185
7861,85,WHYNOTPOLF1B_W36,RACE,Asian,"[0.46616141, 0.37692325, 0.15691533]",0.0
7862,86,WHYNOTPOLF1B_W36,RACE,Black,"[0.41446021, 0.35499657, 0.23054322]",0.0
7863,87,WHYNOTPOLF1B_W36,RACE,Hispanic,"[0.59417341, 0.32559014, 0.08023645]",0.0415570291918225
7864,88,WHYNOTPOLF1B_W36,RACE,Other,"[0.51522085, 0.47556058, 0.00921857]",0.0
7865,89,WHYNOTPOLF1B_W36,RACE,White,"[0.48555621, 0.30966133, 0.20478246]",0.003528697330493
7871,95,BETTERPOL2F1D_W36,RACE,Asian,"[0.35312432, 0.00426601, 0.64260967]",0.0
7872,96,BETTERPOL2F1D_W36,RACE,Black,"[0.28460066, 0.09573832, 0.61966101]",0.004336330071645
7873,97,BETTERPOL2F1D_W36,RACE,Hispanic,"[0.45220577, 0.0102018, 0.53759244]",0.0252486674532263
7874,98,BETTERPOL2F1D_W36,RACE,Other,"[0.41432338, 0.04359948, 0.54207714]",0.0
7875,99,BETTERPOL2F1D_W36,RACE,White,"[0.35809764, 0.05042091, 0.59148145]",0.0080312441914928
7876,100,BETTERPOL1F1B_W36,RACE,Asian,"[0.09456914, 0.41719563, 0.48823523]",0.0
7877,101,BETTERPOL1F1B_W36,RACE,Black,"[0.03242198, 0.68768805, 0.27988996]",0.0
7878,102,BETTERPOL1F1B_W36,RACE,Hispanic,"[0.10473058, 0.5453047, 0.34996472]",0.0
7879,103,BETTERPOL1F1B_W36,RACE,Other,"[0.17061621, 0.21898383, 0.61039997]",0.2440441107561843
7880,104,BETTERPOL1F1B_W36,RACE,White,"[0.04161297, 0.62002579, 0.33836124]",0.0063095141898896
7881,105,HIGHEDWRNGC_W36,RACE,Asian,"[0.51176126, 0.26667279, 0.22156595]",0.0
7882,106,HIGHEDWRNGC_W36,RACE,Black,"[0.33971978, 0.32850607, 0.33177415]",0.0288037976190696
7883,107,HIGHEDWRNGC_W36,RACE,Hispanic,"[0.48659976, 0.31389144, 0.1995088]",0.0165528750171709
7884,108,HIGHEDWRNGC_W36,RACE,Other,"[0.39570703, 0.42649946, 0.17779351]",0.0
7885,109,HIGHEDWRNGC_W36,RACE,White,"[0.58318334, 0.25943061, 0.15738606]",0.0027837947214907
7896,120,WHYNOTBIZF2G_W36,RACE,Asian,"[0.2041683, 0.23182741, 0.56400429]",0.0
7897,121,WHYNOTBIZF2G_W36,RACE,Black,"[0.5266324, 0.23313847, 0.24022913]",0.0056925019226401
7898,122,WHYNOTBIZF2G_W36,RACE,Hispanic,"[0.54893423, 0.15944881, 0.29161696]",0.0
7899,123,WHYNOTBIZF2G_W36,RACE,Other,"[0.11265845, 0.16441447, 0.72292708]",0.0
7900,124,WHYNOTBIZF2G_W36,RACE,White,"[0.30872416, 0.336848, 0.35442784]",0.0126819690878793
7901,125,TRAITBIZWF2G_W36,RACE,Asian,"[0.90971975, 0.01884326, 0.07143698]",0.0
7902,126,TRAITBIZWF2G_W36,RACE,Black,"[0.74770918, 0.08546583, 0.16682499]",0.0494076255173417
7903,127,TRAITBIZWF2G_W36,RACE,Hispanic,"[0.59605194, 0.04628907, 0.35765899]",0.0
7904,128,TRAITBIZWF2G_W36,RACE,Other,"[0.60383963, 0.0, 0.39616037]",0.0
7905,129,TRAITBIZWF2G_W36,RACE,White,"[0.6996094, 0.08604809, 0.21434252]",0.0103273433364061
7911,135,WHYNOTBIZF2M_W36,RACE,Asian,"[0.20442023, 0.65851185, 0.13706792]",0.0
7912,136,WHYNOTBIZF2M_W36,RACE,Black,"[0.1733049, 0.42136124, 0.40533387]",0.0022661386098462
7913,137,WHYNOTBIZF2M_W36,RACE,Hispanic,"[0.3893381, 0.34117125, 0.26949066]",0.0
7914,138,WHYNOTBIZF2M_W36,RACE,Other,"[0.03114796, 0.49455785, 0.47429419]",0.0
7915,139,WHYNOTBIZF2M_W36,RACE,White,"[0.23420511, 0.40708578, 0.35870911]",0.0003168388326016
7921,145,HIGHEDWRNGB_W36,RACE,Asian,"[0.39061177, 0.33056005, 0.27882818]",0.0
7922,146,HIGHEDWRNGB_W36,RACE,Black,"[0.25277837, 0.40791388, 0.33930775]",0.0288037976190696
7923,147,HIGHEDWRNGB_W36,RACE,Hispanic,"[0.18353204, 0.49919554, 0.31727242]",0.0
7924,148,HIGHEDWRNGB_W36,RACE,Other,"[0.51062987, 0.29651344, 0.19285668]",0.0
7925,149,HIGHEDWRNGB_W36,RACE,White,"[0.57251362, 0.22010562, 0.20738075]",0.0050685106957028
7926,150,TRAITBIZMF2G_W36,RACE,Asian,"[0.70021274, 0.0, 0.29978726]",0.0
7927,151,TRAITBIZMF2G_W36,RACE,Black,"[0.57184163, 0.0400878, 0.38807056]",0.0494076255173418
7928,152,TRAITBIZMF2G_W36,RACE,Hispanic,"[0.43060577, 0.10197672, 0.46741751]",0.0237325094257773
7929,153,TRAITBIZMF2G_W36,RACE,Other,"[0.5188915, 0.0, 0.4811085]",0.0
7930,154,TRAITBIZMF2G_W36,RACE,White,"[0.56070953, 0.03821001, 0.40108046]",0.0026323030335703
7941,165,WHYNOTBIZF2O_W36,RACE,Asian,"[0.51594997, 0.36621137, 0.11783866]",0.0
7942,166,WHYNOTBIZF2O_W36,RACE,Black,"[0.55459919, 0.34875408, 0.09664673]",0.0
7943,167,WHYNOTBIZF2O_W36,RACE,Hispanic,"[0.62061064, 0.24813366, 0.13125571]",0.0
7944,168,WHYNOTBIZF2O_W36,RACE,Other,"[0.67405736, 0.05591309, 0.27002956]",0.0
7945,169,WHYNOTBIZF2O_W36,RACE,White,"[0.36741259, 0.41358541, 0.219002]",0.0004174723269847
7956,180,WHYNOTBIZF2A_W36,RACE,Asian,"[0.53082189, 0.24535377, 0.22382434]",0.0054149616232067
7957,181,WHYNOTBIZF2A_W36,RACE,Black,"[0.61614867, 0.29237266, 0.09147866]",0.0303062745303921
7958,182,WHYNOTBIZF2A_W36,RACE,Hispanic,"[0.49140177, 0.15074232, 0.3578559]",0.0
7959,183,WHYNOTBIZF2A_W36,RACE,Other,"[0.12280004, 0.60481113, 0.27238884]",0.0
7960,184,WHYNOTBIZF2A_W36,RACE,White,"[0.44580681, 0.37199487, 0.18219832]",0.0064787011701238
7966,190,POLCHF1_W36,RACE,Asian,"[0.39224546, 0.51442319, 0.09333136]",0.0203540030064399
